Driver,LapTime_FP1,Compound_FP1,SpeedST_FP1,SpeedFL_FP1,SpeedI1_FP1,SpeedI2_FP1,LongestStintCompound_FP1,LongestStintLaps_FP1,AvgLapTime_LongestStint_FP1,Delta_FirstLastLap_FP1,InvalidLaps_LongestStint_FP1,AvgTyreLife_LongestStint_FP1,StartTyreLife_LongestStint_FP1,AvgAirTemp_LongestStint_FP1,AvgTrackTemp_LongestStint_FP1,AvgWindSpeed_LongestStint_FP1,AvgWindDirection_LongestStint_FP1,AvgHumidity_LongestStint_FP1,AvgPressure_LongestStint_FP1,AirTemp_FastestLap_FP1,TrackTemp_FastestLap_FP1,WindSpeed_FastestLap_FP1,WindDirection_FastestLap_FP1,Humidity_FastestLap_FP1,Pressure_FastestLap_FP1,LapTime_FP2,Compound_FP2,SpeedST_FP2,SpeedFL_FP2,SpeedI1_FP2,SpeedI2_FP2,LongestStintCompound_FP2,LongestStintLaps_FP2,AvgLapTime_LongestStint_FP2,Delta_FirstLastLap_FP2,InvalidLaps_LongestStint_FP2,AvgTyreLife_LongestStint_FP2,StartTyreLife_LongestStint_FP2,AvgAirTemp_LongestStint_FP2,AvgTrackTemp_LongestStint_FP2,AvgWindSpeed_LongestStint_FP2,AvgWindDirection_LongestStint_FP2,AvgHumidity_LongestStint_FP2,AvgPressure_LongestStint_FP2,AirTemp_FastestLap_FP2,TrackTemp_FastestLap_FP2,WindSpeed_FastestLap_FP2,WindDirection_FastestLap_FP2,Humidity_FastestLap_FP2,Pressure_FastestLap_FP2,LapTime_FP3,Compound_FP3,SpeedST_FP3,SpeedFL_FP3,SpeedI1_FP3,SpeedI2_FP3,LongestStintCompound_FP3,LongestStintLaps_FP3,AvgLapTime_LongestStint_FP3,Delta_FirstLastLap_FP3,InvalidLaps_LongestStint_FP3,AvgTyreLife_LongestStint_FP3,StartTyreLife_LongestStint_FP3,AvgAirTemp_LongestStint_FP3,AvgTrackTemp_LongestStint_FP3,AvgWindSpeed_LongestStint_FP3,AvgWindDirection_LongestStint_FP3,AvgHumidity_LongestStint_FP3,AvgPressure_LongestStint_FP3,AirTemp_FastestLap_FP3,TrackTemp_FastestLap_FP3,WindSpeed_FastestLap_FP3,WindDirection_FastestLap_FP3,Humidity_FastestLap_FP3,Pressure_FastestLap_FP3,Q1_FastestLap,Q2_FastestLap,Q3_FastestLap,QualifyingPosition,Q1_TopSpeedST,Q1_AirTemp,Q1_TrackTemp,Q1_WindSpeed,Q1_WindDirection,Q1_Humidity,Q1_Pressure,Q2_TopSpeedST,Q2_AirTemp,Q2_TrackTemp,Q2_WindSpeed,Q2_WindDirection,Q2_Humidity,Q2_Pressure,Q3_TopSpeedST,Q3_AirTemp,Q3_TrackTemp,Q3_WindSpeed,Q3_WindDirection,Q3_Humidity,Q3_Pressure,TotalRaceTime,RacePosition
OCO,0 days 00:01:29.319000,HARD,312.0,248.0,314.0,262.0,HARD,9,0 days 00:01:54.081333333,-1 days +23:59:35.557000,0,6.0,2.0,23.522222222222226,39.8111111111111,2.6222222222222222,226.66666666666663,43.22222222222222,998.811111111111,24.1,40.8,2.9,330,40.0,998.5,0 days 00:01:29.242000,MEDIUM,320.0,248.0,320.0,265.0,MEDIUM,11.0,0 days 00:01:39.611666666,,0.0,12.0,7.0,26.990909090909096,37.3,2.3272727272727276,247.63636363636363,35.36363636363637,997.0727272727272,27.0,38.9,1.7,241.0,36.0,997.2,0 days 00:01:29.233000,MEDIUM,316.0,250.0,309.0,263.0,MEDIUM,7.0,0 days 00:01:50.860833333,,0.0,4.0,1.0,22.585714285714285,28.47142857142857,1.6142857142857143,191.42857142857144,62.57142857142857,998.4,22.5,27.9,2.0,171.0,63.0,998.5,0 days 00:01:29.700000,0 days 00:01:28.956000,,13.0,303.0,20.8,21.9,2.5,212,81.0,999.5,304.0,22.0,24.8,3.5,217.0,78.0,999.2,,,,,,,,,20.0
PER,0 days 00:01:29.048000,HARD,324.0,249.0,322.0,265.0,HARD,9,0 days 00:01:56.104000,,0,8.0,4.0,23.733333333333334,40.25555555555556,2.877777777777778,238.0,42.111111111111114,998.7666666666668,24.1,40.9,1.7,188,40.0,998.7,0 days 00:01:28.342000,MEDIUM,325.0,248.0,322.0,266.0,SOFT,13.0,0 days 00:01:34.199833333,,0.0,10.0,4.0,26.738461538461536,38.2,2.0769230769230766,252.6153846153846,34.69230769230769,997.1846153846157,26.7,39.6,1.7,256.0,35.0,997.2,0 days 00:01:28.904000,MEDIUM,327.0,251.0,318.0,266.0,INTERMEDIATE,8.0,0 days 00:02:00.222428571,,0.0,6.5,3.0,20.425,21.987499999999997,2.575,203.75,75.5,999.3875,22.6,28.1,2.0,206.0,63.0,998.4,0 days 00:01:29.968000,,,15.0,300.0,20.8,21.9,2.5,199,81.0,999.7,,,,,,,,,,,,,,,0 days 00:00:12.882000,6.0
PIA,0 days 00:01:29.658000,MEDIUM,315.0,247.0,313.0,263.0,MEDIUM,9,0 days 00:01:49.053714285,,0,5.0,1.0,23.92222222222222,40.577777777777776,2.488888888888889,241.44444444444449,41.55555555555556,998.7222222222222,24.0,41.0,3.0,198,40.0,998.7,0 days 00:01:28.926000,MEDIUM,317.0,249.0,319.0,268.0,SOFT,12.0,0 days 00:01:34.547363636,,0.0,10.5,5.0,26.90000000000001,37.99166666666667,2.2583333333333333,255.41666666666663,34.75,997.1333333333336,26.9,37.7,2.0,239.0,36.0,997.2,0 days 00:01:29.437000,HARD,317.0,248.0,308.0,264.0,HARD,9.0,0 days 00:01:46.587000,,0.0,9.0,5.0,22.566666666666663,28.155555555555555,1.8111111111111111,196.88888888888889,62.77777777777778,998.4,22.5,28.8,1.3,216.0,63.0,998.4,0 days 00:01:29.874000,0 days 00:01:27.845000,0 days 00:01:27.092000,3.0,297.0,20.8,21.9,2.5,212,81.0,999.5,300.0,22.0,24.8,3.5,217.0,78.0,999.2,319.0,22.7,26.5,2.2,237.0,72.0,998.7,0 days 00:00:07.776000,4.0
RUS,0 days 00:01:29.874000,HARD,318.0,249.0,320.0,266.0,MEDIUM,7,0 days 00:01:48.756800,,0,9.0,6.0,24.485714285714284,41.542857142857144,1.957142857142857,245.28571428571428,39.714285714285715,998.5571428571428,24.1,40.8,2.0,262,41.0,998.7,0 days 00:01:29.238000,MEDIUM,319.0,249.0,320.0,266.0,SOFT,7.0,0 days 00:01:51.749142857,0 days 00:00:17.804000,0.0,9.0,6.0,27.057142857142857,37.08571428571429,2.6999999999999997,229.1428571428571,35.42857142857143,997.0571428571428,27.0,38.9,1.7,241.0,36.0,997.2,0 days 00:01:28.284000,SOFT,321.0,248.0,309.0,267.0,SOFT,8.0,0 days 00:01:42.330000,,0.0,4.5,1.0,22.5,27.775,1.5875,201.0,62.75,998.4875,22.5,26.9,1.3,182.0,62.0,998.7,0 days 00:01:29.412000,0 days 00:01:28.782000,0 days 00:01:27.155000,6.0,302.0,20.8,21.9,2.5,212,81.0,999.5,303.0,21.8,25.0,2.5,192.0,79.0,999.4,322.0,22.7,26.5,2.2,237.0,72.0,998.7,0 days 00:00:11.206000,5.0
SAI,0 days 00:01:29.357000,MEDIUM,320.0,249.0,318.0,263.0,MEDIUM,11,0 days 00:01:43.734900,,0,15.0,10.0,24.354545454545452,41.4,2.3000000000000003,230.8181818181818,40.0,998.5727272727272,23.9,40.3,2.7,190,43.0,998.7,0 days 00:01:28.100000,MEDIUM,325.0,252.0,322.0,267.0,SOFT,11.0,0 days 00:01:34.386000,,0.0,10.0,5.0,26.727272727272727,37.936363636363645,2.045454545454545,249.8181818181818,34.90909090909091,997.1272727272728,26.6,39.1,1.3,0.0,35.0,997.4,0 days 00:01:27.964000,SOFT,328.0,252.0,318.0,268.0,INTERMEDIATE,9.0,0 days 00:01:54.424250,,0.0,8.0,4.0,20.38888888888889,21.92222222222222,2.5444444444444447,206.66666666666663,75.77777777777777,999.4,22.6,28.1,2.0,206.0,63.0,998.4,0 days 00:01:29.865000,0 days 00:01:28.265000,0 days 00:01:27.148000,5.0,310.0,20.8,21.9,2.5,212,81.0,999.5,304.0,22.0,24.8,3.4,194.0,76.0,999.4,326.0,22.7,26.5,2.2,237.0,72.0,998.7,0 days 00:00:19.448000,10.0
SAR,0 days 00:01:30.124000,SOFT,323.0,248.0,323.0,264.0,HARD,13,0 days 00:01:41.169833333,,0,11.0,5.0,24.34615384615385,41.34615384615385,2.046153846153846,236.15384615384616,40.15384615384615,998.6076923076924,23.8,40.6,1.7,241,42.0,998.7,0 days 00:01:28.766000,MEDIUM,325.0,249.0,325.0,265.0,MEDIUM,15.0,0 days 00:01:42.598266666,0 days 00:00:14.851000,0.0,15.0,8.0,26.886666666666667,37.66,2.18,243.66666666666663,35.06666666666667,997.0666666666668,26.6,39.1,1.3,0.0,35.0,997.4,0 days 00:01:28.151000,MEDIUM,325.0,252.0,318.0,267.0,MEDIUM,7.0,0 days 00:01:49.487166666,,0.0,4.0,1.0,22.557142857142857,28.17142857142857,1.6714285714285713,194.42857142857144,63.0,998.4142857142856,22.3,26.3,2.0,188.0,63.0,998.7,0 days 00:01:29.873000,0 days 00:01:29.031000,,14.0,306.0,20.8,21.9,2.5,199,81.0,999.7,308.0,22.0,24.8,3.4,194.0,76.0,999.4,,,,,,,,0 days 00:00:23.632000,11.0
STR,0 days 00:01:29.471000,MEDIUM,321.0,247.0,319.0,264.0,MEDIUM,10,0 days 00:01:34.571000,,0,14.5,10.0,23.9,40.56,2.64,242.1,41.6,998.68,24.1,40.9,1.7,188,40.0,998.7,0 days 00:01:28.866000,HARD,324.0,249.0,321.0,266.0,HARD,10.0,0 days 00:01:34.390555555,,0.0,12.5,8.0,26.65,38.29,2.12,251.2,34.8,997.2,26.7,39.6,1.7,256.0,35.0,997.2,0 days 00:01:28.620000,MEDIUM,327.0,249.0,316.0,268.0,INTERMEDIATE,6.0,0 days 00:01:53.307200,,0.0,3.5,1.0,20.65,22.450000000000003,2.6833333333333336,198.66666666666663,74.0,999.3333333333334,22.3,26.3,2.0,188.0,63.0,998.7,0 days 00:01:29.448000,0 days 00:01:28.935000,,12.0,308.0,20.8,21.9,2.5,212,81.0,999.5,307.0,22.0,24.8,3.5,217.0,78.0,999.2,,,,,,,,0 days 00:00:27.483000,14.0
TSU,0 days 00:01:30.092000,MEDIUM,320.0,247.0,319.0,265.0,SOFT,12,0 days 00:01:41.103181818,,0,12.5,7.0,24.375,41.37499999999999,2.2416666666666667,223.75,40.0,998.5833333333334,23.9,40.4,3.7,189,42.0,998.7,0 days 00:01:29.483000,HARD,322.0,250.0,322.0,265.0,HARD,10.0,0 days 00:01:36.798100,-1 days +23:59:38.303000,0.0,13.5,9.0,26.9,37.79,2.15,253.7,34.9,997.1,26.5,37.8,2.2,228.0,36.0,997.4,0 days 00:01:28.337000,MEDIUM,325.0,250.0,317.0,265.0,MEDIUM,8.0,0 days 00:01:49.427285714,,0.0,4.5,1.0,22.575000000000003,28.35,1.675,195.25,62.875,998.4125,22.3,26.6,1.8,221.0,63.0,998.9,0 days 00:01:30.025000,,,16.0,302.0,20.8,21.9,2.5,212,81.0,999.5,,,,,,,,,,,,,,,0 days 00:00:31.225000,16.0
VER,0 days 00:01:28.600000,HARD,325.0,248.0,322.0,266.0,HARD,9,0 days 00:01:33.486125,,0,13.0,9.0,23.877777777777776,40.53333333333333,2.7111111111111112,228.44444444444449,41.888888888888886,998.7222222222222,24.4,41.0,1.2,224,42.0,998.7,0 days 00:01:28.078000,MEDIUM,325.0,248.0,323.0,268.0,MEDIUM,10.0,0 days 00:01:45.328800,0 days 00:00:16.081000,0.0,10.5,6.0,27.040000000000003,37.16,2.43,238.2,35.4,997.04,26.7,39.6,1.7,256.0,35.0,997.2,0 days 00:01:28.266000,MEDIUM,326.0,252.0,319.0,267.0,INTERMEDIATE,8.0,0 days 00:01:54.142500,,0.0,4.5,1.0,20.6125,22.3875,2.7750000000000004,197.5,74.5,999.3,22.6,28.1,2.0,206.0,63.0,998.4,0 days 00:01:29.428000,0 days 00:01:27.702000,0 days 00:01:26.720000,1.0,302.0,20.8,21.9,2.5,212,81.0,999.5,303.0,22.0,24.8,3.5,217.0,78.0,999.2,326.0,22.8,26.3,2.4,217.0,71.0,998.9,0 days 01:25:16.938000,1.0
ZHO,0 days 00:01:30.321000,MEDIUM,316.0,248.0,314.0,263.0,MEDIUM,8,0 days 00:01:52.472000,,0,6.5,3.0,23.7125,40.25,2.625,204.625,42.25,998.75,24.3,41.3,2.5,229,40.0,998.7,0 days 00:01:29.225000,MEDIUM,322.0,250.0,320.0,267.0,MEDIUM,10.0,0 days 00:01:45.906300,0 days 00:00:11.428000,0.0,15.5,11.0,27.05,37.23,2.38,244.6,35.4,997.06,26.6,38.0,2.4,251.0,35.0,997.2,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:01:30.123000,,,17.0,294.0,20.8,21.9,2.5,199,81.0,999.7,,,,,,,,,,,,,,,0 days 00:00:29.820000,15.0
